source,target,edge_property
52,269,good
52,998,good
52,130,good
52,78,good
52,79,good
52,177,good
52,819,good
52,20,good
52,501,good
52,54,good
52,87,good
53,2,good
55,1,good
55,2,good
56,0,good
56,0,good
56,0,good
56,0,good
56,4,good
56,4,good
56,3,good
56,3,good
56,3,good
56,172,good
56,63,good
57,2,good
57,388,good
58,2,good
58,3,good
58,38,good
58,79,good
58,54,good
58,93,good
60,11,good
60,0,good
60,3,good
62,2,good
62,2,good
62,2,good
62,3,good
62,429,good
62,78,good
62,79,good
62,48,good
62,788,good
62,56,good
63,0,good
63,0,good
63,35,good
63,2,good
63,3,good
63,4,good
63,4,good
63,5,good
63,5,good
63,6,good
63,6,good
63,558,good
63,643,good
63,411,good
64,0,good
65,0,good
65,1,good
65,2,good
65,6,good
65,230,good
65,18,good
65,18,good
65,350,good
65,63,good
66,2,good
66,4,good
66,6,good
66,39,good
66,212,good
66,152,good
67,56,good
67,0,good
67,11,good
67,101,good
68,4,good
69,1,good
69,2,good
69,2,good
69,2,good
69,3,good
70,0,good
70,1,good
70,2,good
70,3,good
70,649,good
70,10,good
72,0,good
72,0,good
72,0,good
72,0,good
72,1,good
72,2,good
72,35,good
72,36,good
72,6,good
72,22,good
72,59,good
73,35,good
74,0,good
74,11,good
75,32,good
75,0,good
75,2,good
77,0,good
77,6,good
80,2,good
80,107,good
80,44,good
80,6,good
81,2,good
81,3,good
81,44,good
81,582,good
82,2,good
82,2,good
82,116,good
83,1,good
83,3,good
83,142,good
84,0,good
84,1,good
84,2,good
84,2,good
84,87,good
85,200,good
85,172,good
85,2,good
85,3,good
85,4,good
86,0,good
86,1,good
86,2,good
86,22,good
86,39,good
89,2,good
89,101,good
89,39,good
89,18,good
89,56,good
89,762,good
90,0,good
91,0,good
91,113,good
91,68,good
91,5,good
91,36,good
92,4,good
92,79,good
93,2,good
93,93,good
94,0,good
94,32,good
95,0,good
95,2,good
95,163,good
95,4,good
95,391,good
95,104,good
95,104,good
95,143,good
95,118,good
96,0,good
96,616,good
96,2,good
97,4,good
98,4,good
98,20,good
99,2,good
99,3,good
100,11,good
102,1,good
102,3,good
103,0,good
103,0,good
103,93,good
104,0,good
104,11,good
104,285,good
105,0,good
105,0,good
106,4,good
108,115,good
108,262,good
108,54,good
108,79,good
109,0,good
109,2,good
109,2,good
109,2,good
109,3,good
109,3,good
109,4,good
109,4,good
109,79,good
109,18,good
109,131,good
110,0,good
110,6,good
111,0,good
111,1,good
111,90,good
111,115,good
111,5,good
112,0,good
112,0,good
112,0,good
112,2,good
112,3,good
112,4,good
112,5,good
112,118,good
114,0,good
114,0,good
114,6,good
114,6,good
115,2,good
115,2,good
115,2,good
115,5,good
116,4,good
117,0,good
117,0,good
117,0,good
117,1,good
117,2,good
117,2,good
117,4,good
117,42,good
117,535,good
117,410,good
119,35,good
119,2,good
119,3,good
119,54,good
120,3,good
120,76,good
121,3,good
121,22,good
122,0,good
122,0,good
122,2,good
122,3,good
122,3,good
122,487,good
122,39,good
123,0,good
123,33,good
123,5,good
124,3,good
125,2,good
125,2,good
125,3,good
125,3,good
125,4,good
125,4,good
125,38,good
125,11,good
125,844,good
125,79,good
125,54,good
125,540,good
126,5,good
127,2,good
128,25,good
128,2,good
128,2,good
128,59,good
128,90,good
128,37,good
129,56,good
129,2,good
129,6,good
131,1,good
131,2,good
131,163,good
131,11,good
131,79,good
131,144,good
131,348,good
132,1,good
132,2,good
132,3,good
133,0,good
133,11,good
133,6,good
133,62,good
134,0,good
134,2,good
134,3,good
134,3,good
134,324,good
134,39,good
134,140,good
134,118,good
135,2,good
135,2,good
135,5,good
135,137,good
135,949,good
135,21,good
135,63,good
136,0,good
136,146,good
136,3,good
137,0,good
137,0,good
137,0,good
137,33,good
137,2,good
137,2,good
137,2,good
137,2,good
137,2,good
137,3,good
137,3,good
137,3,good
137,97,good
137,11,good
137,306,good
137,115,good
137,54,good
138,2,good
138,93,good
139,6,good
141,0,good
141,11,good
141,244,good
141,246,good
145,2,good
145,4,good
145,39,good
146,0,good
146,4,good
146,22,good
146,79,good
147,4,good
148,0,good
148,0,good
148,3,good
148,391,good
149,0,good
149,0,good
149,2,good
149,3,good
149,4,good
149,519,good
149,9,good
149,11,good
149,118,good
149,580,good
150,2,good
150,4,good
151,2,good
153,38,good
154,56,good
154,0,good
155,0,good
155,2,good
155,2,good
155,2,good
155,3,good
155,3,good
155,54,good
155,79,good
156,0,good
157,1,good
157,2,good
157,2,good
157,6,good
158,1,good
158,46,good
159,63,good
160,11,good
160,4,good
160,351,good
161,38,good
162,0,good
163,2,good
163,78,good
164,2,good
165,4,good
165,342,good
166,33,good
166,11,good
166,212,good
167,0,good
167,1,good
168,32,good
170,2,good
170,2,good
170,2,good
170,2,good
170,118,good
170,39,good
171,0,good
173,104,good
173,11,good
174,0,good
174,0,good
174,0,good
174,20,good
174,3,good
174,4,good
174,629,good
175,2,good
176,101,good
178,0,good
178,9,good
178,2,good
179,2,good
180,3,good
180,101,good
181,0,good
182,2,good
183,740,good
183,4,good
184,1,good
184,79,good
185,137,good
185,2,good
185,682,good
186,0,good
187,2,good
187,143,good
188,2,good
188,11,good
188,4,good
189,0,good
189,2,good
189,4,good
189,39,good
189,380,good
189,63,good
190,2,good
191,2,good
192,352,good
192,2,good
192,5,good
192,39,good
192,200,good
192,79,good
193,3,good
195,0,good
195,4,good
195,2,good
195,131,good
195,828,good
196,55,good
197,1,good
197,11,good
198,47,good
199,3,good
201,2,good
202,0,good
203,39,good
204,2,good
205,142,good
206,2,good
208,2,good
209,2,good
210,6,good
211,40,good
211,0,good
213,0,good
213,2,good
213,54,good
214,18,good
214,6,good
214,398,good
215,0,good
216,0,good
216,3,good
216,971,good
217,6,good
218,92,good
219,2,good
220,2,good
221,11,good
221,0,good
221,35,good
221,6,good
222,152,good
223,44,good
224,0,good
225,0,good
225,540,good
225,933,good
226,3,good
226,42,good
226,227,good
226,517,good
226,39,good
228,115,good
228,2,good
228,2,good
228,187,good
228,79,good
229,3,good
232,3,good
233,0,good
233,2,good
233,3,good
234,2,good
234,76,good
235,4,good
236,44,good
236,63,good
237,4,good
237,79,good
238,1,good
238,18,good
238,548,good
238,2,good
238,39,good
239,32,good
239,2,good
240,11,good
240,163,good
240,63,good
241,0,good
241,0,good
241,0,good
241,0,good
241,79,good
242,6,good
245,0,good
247,59,good
248,39,good
249,18,good
249,11,good
249,2,good
249,6,good
250,3,good
251,0,good
252,2,good
252,486,good
253,0,good
253,1,good
254,63,good
256,4,good
257,3,good
258,0,good
259,11,good
259,47,good
260,115,good
260,220,good
260,5,good
261,187,good
261,5,good
261,526,good
263,2,good
263,59,good
263,36,good
264,5,good
265,0,good
265,2,good
265,4,good
265,6,good
266,4,good
267,2,good
267,5,good
268,0,good
269,0,good
269,2,good
269,3,good
269,589,good
270,116,good
270,582,good
271,142,good
272,0,good
272,3,good
273,3,good
273,2,good
273,2,good
273,259,good
274,633,good
274,6,good
274,142,good
275,2,good
275,79,good
276,3,good
276,79,good
277,0,good
277,417,good
277,3,good
277,190,good
278,2,good
278,3,good
279,97,good
279,2,good
280,0,good
280,0,good
280,4,good
280,959,good
281,54,good
282,2,good
282,2,good
282,3,good
282,54,good
282,243,good
283,2,good
284,11,good
284,246,good
286,360,good
286,4,good
286,118,good
287,2,good
288,1,good
289,0,good
291,2,good
292,1,good
292,10,good
292,4,good
292,54,good
293,4,good
294,800,good
294,5,good
295,0,good
296,0,good
297,19,good
298,2,good
299,42,good
299,5,good
299,486,good
299,847,good
300,4,good
301,2,good
302,217,good
302,3,good
303,227,good
303,79,good
304,0,good
304,2,good
305,2,good
305,163,good
305,166,good
307,79,good
308,2,good
309,78,good
310,2,good
311,48,good
311,2,good
312,0,good
313,1,good
314,0,good
314,6,good
315,0,good
315,5,good
315,6,good
317,32,good
318,2,good
318,2,good
319,0,good
319,0,good
319,2,good
319,4,good
319,246,good
320,1,good
320,2,good
320,163,good
320,4,good
320,143,good
321,2,good
321,76,good
322,104,good
322,2,good
322,4,good
322,6,good
323,11,good
324,2,good
325,0,good
326,2,good
327,3,good
328,163,good
328,212,good
329,3,good
329,2,good
329,139,good
329,22,good
329,743,good
330,0,good
330,6,good
331,4,good
331,6,good
332,2,good
332,2,good
332,76,good
332,18,good
333,3,good
333,11,good
334,1,good
334,2,good
335,56,good
335,246,good
335,116,good
335,37,good
335,974,good
336,0,good
336,2,good
336,4,good
337,433,good
337,3,good
338,368,good
338,2,good
338,63,good
338,39,good
338,39,good
339,54,good
340,11,good
341,0,good
341,0,good
341,3,good
341,5,good
341,375,good
343,2,good
344,2,good
344,3,good
344,4,good
344,46,good
345,339,good
346,4,good
346,6,good
347,6,good
349,0,good
353,1,good
354,4,good
355,152,good
357,9,good
358,0,good
359,0,good
360,2,good
361,50,good
362,115,good
363,1,good
364,11,good
365,888,good
365,78,good
365,39,good
366,2,good
367,4,good
369,21,good
370,2,good
371,611,good
371,2,good
371,3,good
371,54,good
371,79,good
372,2,good
373,241,good
374,3,good
377,0,good
377,397,good
378,36,good
379,3,good
381,78,good
382,4,good
383,1,good
385,2,good
385,79,good
386,3,good
387,0,good
389,104,good
390,234,good
392,1,good
392,6,good
393,3,good
393,174,good
394,3,good
394,391,good
395,0,good
396,97,good
397,339,good
398,104,good
398,61,good
398,397,good
399,4,good
400,118,good
401,2,good
402,63,good
403,2,good
403,2,good
404,0,good
404,0,good
404,0,good
404,2,good
404,79,good
404,115,good
404,311,good
404,378,good
405,2,good
406,2,good
407,163,good
408,2,good
408,60,good
409,42,good
411,0,good
411,2,good
411,2,good
412,2,good
413,18,good
414,6,good
415,46,good
416,4,good
418,196,good
419,116,good
420,130,good
421,2,good
422,372,good
423,0,good
423,36,good
424,107,good
424,243,good
425,403,good
426,32,good
427,2,good
427,3,good
428,71,good
429,227,good
430,0,good
430,0,good
431,326,good
431,558,good
431,79,good
432,1,good
432,39,good
433,2,good
433,6,good
434,114,good
435,79,good
436,0,good
436,1,good
436,2,good
436,3,good
436,876,good
436,163,good
436,60,good
437,170,good
438,1,good
439,0,good
440,2,good
440,59,good
441,2,good
442,2,good
443,59,good
444,0,good
445,0,good
446,2,good
446,5,good
447,32,good
448,79,good
449,2,good
450,0,good
450,2,good
451,352,good
451,78,good
451,246,good
452,3,good
452,163,good
453,4,good
454,0,good
454,5,good
455,39,good
456,246,good
457,499,good
457,20,good
457,20,good
457,638,good
457,543,good
458,2,good
459,2,good
459,668,good
460,97,good
461,408,good
461,0,good
462,2,good
463,3,good
463,3,good
464,0,good
465,200,good
465,114,good
465,3,good
465,2,good
465,103,good
466,39,good
467,2,good
468,4,good
469,0,good
469,3,good
469,54,good
470,112,good
470,2,good
470,2,good
470,3,good
471,5,good
471,230,good
471,79,good
472,4,good
473,433,good
474,1,good
475,0,good
476,2,good
476,4,good
477,246,good
478,433,good
478,2,good
478,553,good
479,0,good
479,4,good
480,4,good
481,9,good
481,172,good
482,269,good
483,6,good
484,0,good
485,1,good
488,4,good
489,1,good
489,2,good
490,44,good
490,246,good
491,6,good
492,3,good
493,5,good
494,0,good
494,2,good
494,3,good
495,0,good
496,3,good
497,0,good
498,2,good
500,0,good
502,0,good
502,894,good
503,4,good
504,3,good
505,144,good
506,3,good
507,2,good
507,892,good
509,18,good
510,0,good
511,272,good
511,2,good
511,3,good
511,79,good
512,79,good
513,131,good
515,4,good
516,4,good
517,2,good
518,63,good
520,248,good
521,73,good
523,1,good
524,2,good
524,375,good
525,0,good
526,42,good
526,44,good
527,0,good
528,3,good
529,0,good
530,5,good
531,4,good
532,118,good
533,0,good
534,2,good
535,11,good
536,2,good
537,5,good
539,101,good
541,2,good
542,4,good
544,2,good
545,27,good
546,46,good
547,68,good
549,2,good
549,548,good
550,0,good
550,163,good
550,6,good
550,79,good
551,2,good
552,70,good
555,3,good
556,408,good
556,2,good
557,2,good
557,79,good
558,0,good
558,42,good
558,42,good
559,3,good
560,118,good
561,5,good
562,152,good
563,0,good
563,18,good
563,3,good
564,3,good
565,0,good
566,2,good
566,356,good
567,0,good
568,3,good
569,56,good
569,902,good
570,2,good
570,2,good
570,716,good
570,79,good
571,39,good
572,144,good
572,3,good
572,4,good
572,38,good
573,1,good
573,348,good
573,63,good
574,194,good
575,163,good
575,39,good
576,2,good
577,6,good
578,2,good
578,398,good
579,0,good
580,2,good
581,4,good
583,115,good
584,79,good
585,0,good
586,285,good
587,38,good
588,6,good
588,143,good
591,3,good
591,163,good
592,0,good
593,0,good
594,3,good
594,3,good
595,1,good
596,112,good
597,2,good
598,2,good
599,39,good
600,42,good
601,39,good
602,22,good
603,0,good
604,3,good
605,2,good
606,41,good
607,0,good
608,116,good
609,2,good
609,5,good
610,2,good
610,642,good
612,2,good
613,0,good
614,0,good
614,3,good
615,118,good
617,0,good
617,2,good
618,107,good
618,3,good
619,113,good
620,3,good
621,36,good
622,1,good
622,4,good
623,4,good
624,310,good
625,326,good
626,0,good
626,118,good
626,311,good
627,0,good
628,42,good
630,4,good
631,306,good
632,2,good
634,146,good
636,3,good
637,433,good
639,97,good
639,3,good
640,2,good
641,2,good
641,467,good
643,3,good
643,212,good
645,517,good
646,200,good
647,3,good
648,35,good
648,116,good
650,4,good
651,0,good
651,59,good
651,4,good
652,3,good
653,0,good
654,2,good
655,3,good
656,0,good
656,3,good
656,750,good
657,0,good
658,3,good
659,33,good
660,42,good
661,36,good
661,70,good
662,79,good
663,152,good
665,3,good
666,3,good
667,2,good
669,2,good
670,0,good
670,1,good
671,1,good
672,3,good
673,0,good
673,927,good
674,42,good
675,56,good
675,48,good
676,166,good
677,387,good
678,47,good
679,0,good
680,2,good
681,11,good
683,0,good
684,571,good
685,283,good
686,104,good
687,2,good
688,104,good
689,3,good
691,2,good
692,54,good
693,6,good
694,2,good
695,28,good
696,848,good
696,2,good
697,54,good
698,18,good
699,4,good
700,2,good
701,0,good
702,352,good
703,4,good
704,567,good
705,11,good
706,353,good
707,0,good
707,0,good
708,3,good
709,508,good
709,42,good
709,308,good
710,6,good
711,2,good
712,79,good
713,11,good
714,79,good
715,54,good
716,2,good
716,291,good
717,9,good
718,6,good
719,1,good
720,0,good
721,48,good
721,5,good
722,20,good
723,350,good
724,306,good
725,2,good
726,78,good
727,292,good
728,2,good
728,6,good
729,668,good
730,2,good
731,2,good
732,25,good
733,0,good
735,1,good
736,2,good
737,470,good
738,79,good
739,3,good
741,0,good
742,361,good
742,991,good
744,2,good
745,79,good
746,348,good
747,4,good
748,2,good
749,35,good
751,87,good
752,4,good
753,2,good
753,627,good
753,39,good
754,540,good
755,0,good
756,33,good
756,2,good
757,227,good
758,0,good
759,316,good
760,116,good
761,6,good
763,130,good
764,3,good
765,118,good
766,0,good
766,2,good
767,622,good
768,0,good
769,44,good
770,104,good
771,2,good
772,0,good
773,2,good
774,672,good
775,4,good
776,0,good
777,54,good
778,664,good
779,4,good
780,398,good
781,63,good
782,0,good
783,152,good
783,0,good
784,44,good
786,0,good
787,4,good
789,2,good
790,11,good
791,116,good
792,2,good
793,0,good
794,116,good
795,190,good
796,39,good
797,152,good
797,3,good
798,3,good
799,4,good
801,0,good
802,44,good
803,785,good
804,38,good
805,78,good
806,0,good
807,3,good
808,93,good
809,262,good
810,2,good
811,543,good
812,101,good
814,768,good
815,19,good
817,6,good
818,0,good
820,20,good
821,2,good
822,391,good
823,0,good
824,5,good
825,2,good
826,3,good
827,2,good
829,2,good
830,38,good
831,2,good
832,93,good
833,140,good
834,0,good
835,2,good
835,39,good
836,6,good
837,9,good
838,0,good
839,18,good
840,2,good
841,42,good
842,2,good
842,590,good
842,582,good
843,172,good
845,6,good
846,4,good
850,3,good
851,2,good
852,3,good
853,1,good
853,11,good
854,0,good
855,2,good
856,3,good
857,6,good
858,39,good
859,0,good
860,372,good
861,6,good
862,6,good
863,2,good
864,2,good
865,54,good
866,348,good
867,18,good
868,844,good
869,59,good
870,3,good
870,39,good
871,5,good
872,56,good
872,375,good
873,0,good
874,1,good
875,212,good
877,0,good
878,79,good
879,0,good
880,4,good
881,627,good
882,3,good
883,2,good
883,47,good
884,6,good
885,585,good
886,0,good
886,3,good
887,2,good
889,42,good
890,0,good
891,63,good
893,2,good
893,118,good
895,2,good
895,229,good
896,59,good
896,356,good
897,2,good
898,649,good
899,3,good
900,429,good
901,0,good
903,20,good
904,471,good
905,2,good
905,2,good
906,2,good
907,229,good
908,3,good
909,352,good
910,243,good
911,77,good
912,131,good
913,2,good
914,112,good
915,56,good
916,2,good
917,73,good
918,163,good
919,2,good
920,4,good
921,0,good
922,11,good
923,262,good
924,4,good
924,79,good
925,6,good
926,391,good
928,2,good
929,348,good
930,2,good
931,3,good
932,387,good
934,4,good
935,78,good
936,5,good
938,0,good
939,2,good
939,4,good
940,2,good
941,462,good
942,38,good
943,0,good
945,0,good
946,558,good
947,332,good
948,0,good
950,2,good
951,0,good
952,163,good
953,42,good
954,2,good
955,0,good
956,2,good
957,3,good
958,2,good
960,0,good
961,107,good
962,2,good
963,36,good
964,41,good
965,785,good
966,2,good
968,3,good
969,310,good
972,4,good
973,143,good
975,0,good
976,1,good
977,311,good
978,116,good
979,631,good
980,54,good
981,2,good
982,389,good
983,5,good
984,104,good
985,0,good
987,2,good
988,375,good
989,390,good
990,800,good
993,5,good
994,79,good
995,0,good
996,3,good
997,39,good
999,745,good
